index	question	sentence	label
1318	COCO[C@@H]1[C@H]2O[C@H](CC2=O)[C@H]1OCOC	COCO[C@@H]1[C@H]2O[C@H](COC2=O)[C@H]1OCOC	not_entailment
1319	COCO[C@@H]1[C@H]2O[C@H](CC2=O)[C@H]1OCOC	COCO[C@@H]1[C@@H]2OC(=O)C[C@@H](O2)[C@H]1OCOC	entailment
1320	COC(=O)[C@H](NC(=O)OC(C)(C)C)[C@@H]1[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1C(=O)c1ccccc1OC	COC(=O)[C@H](NC(=O)OC(C)(C)C)[C@@H]1[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1C(=O)Oc1ccccc1OC	entailment
1321	COC(=O)[C@H](NC(=O)OC(C)(C)C)[C@@H]1[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1C(=O)c1ccccc1OC	COC(=O)[C@H](NC(=O)OC(C)(C)C)[C@H]1[C@H](OC(=O)c2ccccc2OC)[C@H]1CO[Si](C)(C)C(C)(C)C	not_entailment
1322	COc1c([C@H]2C[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](C)O2)ccc2c1C(O[Si](C)(C)C(C)(C)C)C2=O	COc1c([C@H]2C[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](C)O2)ccc2c1C(O[Si](C)(C)C(C)(C)C)OC2=O	entailment
1323	COc1c([C@H]2C[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](C)O2)ccc2c1C(O[Si](C)(C)C(C)(C)C)C2=O	COc1c([C@H]2C[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](C)O2)ccc2c1C(O[Si](C)(C)C(C)(C)C)C(=O)O2	not_entailment
1324	CC(=O)c1ccccc1C	CC(=O)Oc1ccccc1C	not_entailment
1325	CC(=O)c1ccccc1C	COC(=O)c1ccccc1C	entailment
1326	CCCCCCCC[C@H](Br)C(=O)c1ccc(OC)c(Br)c1	CCCCCCCC[C@H](Br)C(=O)Oc1ccc(OC)c(Br)c1	entailment
1327	CCCCCCCC[C@H](Br)C(=O)c1ccc(OC)c(Br)c1	CCCCCCCC[C@H](Br)OC(=O)c1ccc(OC)c(Br)c1	not_entailment
1328	CC[C@@H]1CCCC(=O)C1	CC[C@@H]1CCCC(=O)OC1	entailment
1329	CC[C@@H]1CCCC(=O)C1	CC[C@@H]1CCCOC(=O)C1	not_entailment
1330	CCC[C@@H]1[C@@H](C)C(=O)C[C@@H]2C[C@@]21[N+](=O)[O-]	CCC[C@@H]1[C@@H](C)C(=O)OC[C@@H]2C[C@@]21[N+](=O)[O-]	not_entailment
1331	CCC[C@@H]1[C@@H](C)C(=O)C[C@@H]2C[C@@]21[N+](=O)[O-]	CCC[C@@H]1[C@@H](C)OC(=O)C[C@@H]2C[C@@]21[N+](=O)[O-]	entailment
1332	CCC(=O)C(C)C	CCC(=O)OC(C)C	entailment
1333	CCC(=O)C(C)C	CCOC(=O)C(C)C	not_entailment
1334	COC(=O)C1=C(C(=O)OC)[C@]2(C)CC[C@H]1C(=O)C2	COC(=O)C1=C(C(=O)OC)[C@]2(C)CC[C@H]1C(=O)OC2	not_entailment
1335	COC(=O)C1=C(C(=O)OC)[C@]2(C)CC[C@H]1C(=O)C2	COC(=O)C1=C(C(=O)OC)[C@]2(C)CC[C@H]1OC(=O)C2	entailment
1336	CC(CCC[C@]1(C)C(=O)CCC[C@H]1OCc1ccccc1)COC1CCCCO1	CC(CCC[C@]1(C)C(=O)OCCC[C@H]1OCc1ccccc1)COC1CCCCO1	not_entailment
1337	CC(CCC[C@]1(C)C(=O)CCC[C@H]1OCc1ccccc1)COC1CCCCO1	CC(CCC[C@]1(C)OC(=O)CCC[C@H]1OCc1ccccc1)COC1CCCCO1	entailment
1338	O=C1CCCC1C(F)(F)F	O=C1CCCC(C(F)(F)F)O1	not_entailment
1339	O=C1CCCC1C(F)(F)F	O=C1OCCCC1C(F)(F)F	entailment
1340	C[C@@H]1CCC2OC23C(=O)[C@H]2OC(C)(C)[C@H]([C@@H]2O)[C@@]13C	C[C@@H]1CCC2OC23C(=O)O[C@H]2OC(C)(C)[C@H]([C@@H]2O)[C@@]13C	entailment
1341	C[C@@H]1CCC2OC23C(=O)[C@H]2OC(C)(C)[C@H]([C@@H]2O)[C@@]13C	C[C@@H]1CCC2OC23OC(=O)[C@H]2OC(C)(C)[C@H]([C@@H]2O)[C@@]13C	not_entailment
1342	CCCCCCC(C)=O	CCCCCCC(=O)OC	not_entailment
1343	CCCCCCC(C)=O	CCCCCCOC(C)=O	entailment
1344	O=C1[C@H]2C=C[C@@H]1[C@H](COCc1ccccc1)[C@@H]2COCc1ccccc1	O=C1O[C@@H]2C=C[C@H]1[C@@H](COCc1ccccc1)[C@H]2COCc1ccccc1	not_entailment
1345	O=C1[C@H]2C=C[C@@H]1[C@H](COCc1ccccc1)[C@@H]2COCc1ccccc1	O=C1O[C@H]2C=C[C@@H]1[C@H](COCc1ccccc1)[C@@H]2COCc1ccccc1	entailment
1346	CC[C@]1(C)C(=O)CCC[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	CC[C@]1(C)C(=O)OCCC[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	not_entailment
1347	CC[C@]1(C)C(=O)CCC[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	CC[C@]1(C)OC(=O)CCC[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	entailment
1348	C=C1C[C@@H]2C(=O)[C@H](C1)c1ccccc12	C=C1C[C@@H]2C(=O)O[C@H](C1)c1ccccc12	not_entailment
1349	C=C1C[C@@H]2C(=O)[C@H](C1)c1ccccc12	C=C1C[C@@H]2OC(=O)[C@H](C1)c1ccccc12	entailment
1350	COC(=O)N1[C@H]2C(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	COC(=O)N1[C@H]2C(=O)O[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	not_entailment
1351	COC(=O)N1[C@H]2C(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	COC(=O)N1[C@H]2OC(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	entailment
1352	CC(=O)Cc1ccc2ccccc2c1	CC(=O)OCc1ccc2ccccc2c1	entailment
1353	CC(=O)Cc1ccc2ccccc2c1	COC(=O)Cc1ccc2ccccc2c1	not_entailment
1354	CCCC1CCC(=O)C1	CCCC1CCC(=O)OC1	entailment
1355	CCCC1CCC(=O)C1	CCCC1CCOC(=O)C1	not_entailment
1356	CCCCC1CCCCC1=O	CCCCC1CCCCOC1=O	not_entailment
1357	CCCCC1CCCCC1=O	CCCCC1CCCCC(=O)O1	entailment
1358	CC(=O)CCC1C(C)(C)C1(Br)Br	CC(=O)OCCC1C(C)(C)C1(Br)Br	entailment
1359	CC(=O)CCC1C(C)(C)C1(Br)Br	COC(=O)CCC1C(C)(C)C1(Br)Br	not_entailment
1360	COc1ccc(C(C)=O)c(OC)c1C	COC(=O)c1ccc(OC)c(C)c1OC	not_entailment
1361	COc1ccc(C(C)=O)c(OC)c1C	COc1ccc(OC(C)=O)c(OC)c1C	entailment
1362	CCC1CCCCC1=O	CCC1CCCCOC1=O	not_entailment
1363	CCC1CCCCC1=O	CCC1CCCCC(=O)O1	entailment
1364	CC(C)C(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)C(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1365	CC(C)C(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)C(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1366	CCCCCCC[C@H]1CCCC1=O	CCCCCCC[C@H]1CCCOC1=O	not_entailment
1367	CCCCCCC[C@H]1CCCC1=O	CCCCCCC[C@H]1CCCC(=O)O1	entailment
1368	CC(=O)c1ccc(-c2ccc(CO)c3c2C(C)CC3)cc1	CC(=O)Oc1ccc(-c2ccc(CO)c3c2C(C)CC3)cc1	entailment
1369	CC(=O)c1ccc(-c2ccc(CO)c3c2C(C)CC3)cc1	COC(=O)c1ccc(-c2ccc(CO)c3c2C(C)CC3)cc1	not_entailment
1370	CC/C=C/C[C@H](OC(=O)c1ccccc1)C(=O)c1cc(OC)ccc1OC	CC/C=C/C[C@H](OC(=O)c1ccccc1)C(=O)Oc1cc(OC)ccc1OC	entailment
1371	CC/C=C/C[C@H](OC(=O)c1ccccc1)C(=O)c1cc(OC)ccc1OC	CC/C=C/C[C@H](OC(=O)c1ccccc1)OC(=O)c1cc(OC)ccc1OC	not_entailment
1372	O=C1CCc2ccccc21	O=C1CCc2ccccc2O1	not_entailment
1373	O=C1CCc2ccccc21	O=C1OCCc2ccccc21	entailment
1374	CC1(C)OC[C@H]([C@H]2O[C@H]3[C@@H](C2=O)C(=O)N3Cc2ccccc2)O1	CC1(C)OC[C@H]([C@H]2O[C@H]3[C@@H](OC2=O)C(=O)N3Cc2ccccc2)O1	not_entailment
1375	CC1(C)OC[C@H]([C@H]2O[C@H]3[C@@H](C2=O)C(=O)N3Cc2ccccc2)O1	CC1(C)OC[C@H]([C@@H]2OC(=O)[C@H]3C(=O)N(Cc4ccccc4)[C@H]3O2)O1	entailment
1376	O=C1c2cc(Br)ccc2OCC1CO	O=C1OC(CO)COc2ccc(Br)cc21	not_entailment
1377	O=C1c2cc(Br)ccc2OCC1CO	O=C1Oc2cc(Br)ccc2OCC1CO	entailment
1378	O=C1CCCC1c1ccc2c(c1)OCO2	O=C1CCCC(c2ccc3c(c2)OCO3)O1	entailment
1379	O=C1CCCC1c1ccc2c(c1)OCO2	O=C1OCCCC1c1ccc2c(c1)OCO2	not_entailment
1380	CCC(C)(CCC1C(=O)[C@H](O)CC2C(C)(C)CCC[C@]12C)OC(C)=O	CCC(C)(CCC1C(=O)O[C@H](O)CC2C(C)(C)CCC[C@]12C)OC(C)=O	not_entailment
1381	CCC(C)(CCC1C(=O)[C@H](O)CC2C(C)(C)CCC[C@]12C)OC(C)=O	CCC(C)(CCC1OC(=O)[C@H](O)CC2C(C)(C)CCC[C@]12C)OC(C)=O	entailment
1382	O=C1CCC12CCCC2Br	O=C1CCC2(CCCC2Br)O1	entailment
1383	O=C1CCC12CCCC2Br	O=C1OCCC12CCCC2Br	not_entailment
1384	CCOC(=O)[C@@]1(C(=O)c2ccc(OC)cc2)O[C@@H]2C[C@H]1c1ccccc1O2	CCOC(=O)[C@@]1(C(=O)Oc2ccc(OC)cc2)O[C@@H]2C[C@H]1c1ccccc1O2	not_entailment
1385	CCOC(=O)[C@@]1(C(=O)c2ccc(OC)cc2)O[C@@H]2C[C@H]1c1ccccc1O2	CCOC(=O)[C@@]1(OC(=O)c2ccc(OC)cc2)O[C@@H]2C[C@H]1c1ccccc1O2	entailment
1386	CC(=O)c1ccc([N+](=O)[O-])cc1	CC(=O)Oc1ccc([N+](=O)[O-])cc1	not_entailment
1387	CC(=O)c1ccc([N+](=O)[O-])cc1	COC(=O)c1ccc([N+](=O)[O-])cc1	entailment
1388	CC(=O)c1ccc2c(c1)OCCOCCOCCOCCO2	CC(=O)Oc1ccc2c(c1)OCCOCCOCCOCCO2	entailment
1389	CC(=O)c1ccc2c(c1)OCCOCCOCCOCCO2	COC(=O)c1ccc2c(c1)OCCOCCOCCOCCO2	not_entailment
1390	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@@H](C)COC(C)(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@@H](C)COC(C)(C)C)[C@@]2(C)C[C@H]1OC(C)=O	entailment
1391	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@@H](C)COC(C)(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@@H](C)COC(C)(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
1392	CC(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]12	CC(=O)O[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]12	entailment
1393	CC(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]12	COC(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]12	not_entailment
1394	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(Br)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(Br)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	entailment
1395	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(Br)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(Br)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
1396	COc1ccc(C(=O)C[C@H]2CCCO2)cc1	COc1ccc(C(=O)OC[C@H]2CCCO2)cc1	not_entailment
1397	COc1ccc(C(=O)C[C@H]2CCCO2)cc1	COc1ccc(OC(=O)C[C@H]2CCCO2)cc1	entailment
1398	CO[C@@H]1C[C@H]2[C@@H]3C(=O)C[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312	CO[C@@H]1C[C@H]2[C@@H]3C(=O)OC[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312	not_entailment
1399	CO[C@@H]1C[C@H]2[C@@H]3C(=O)C[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312	CO[C@@H]1C[C@H]2[C@@H]3OC(=O)C[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312	entailment
1400	O=C1CC[C@@]23CCCCC[C@@]12CC3	O=C1CC[C@@]23CCCCC[C@@]2(CC3)O1	entailment
1401	O=C1CC[C@@]23CCCCC[C@@]12CC3	O=C1OCC[C@@]23CCCCC[C@@]12CC3	not_entailment
1402	CC(=O)C[C@H](C)C[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	CC(=O)OC[C@H](C)C[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	entailment
1403	CC(=O)C[C@H](C)C[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	COC(=O)C[C@H](C)C[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	not_entailment
1404	CC(=O)Oc1ccccc1C[C@H](C)C(C)=O	COC(=O)[C@@H](C)Cc1ccccc1OC(C)=O	not_entailment
1405	CC(=O)Oc1ccccc1C[C@H](C)C(C)=O	CC(=O)Oc1ccccc1C[C@H](C)OC(C)=O	entailment
1406	CC(C)[C@@H]1CC[C@@H](C)C(=O)C1	CC(C)[C@@H]1CC[C@@H](C)C(=O)OC1	entailment
1407	CC(C)[C@@H]1CC[C@@H](C)C(=O)C1	CC(C)[C@@H]1CC[C@@H](C)OC(=O)C1	not_entailment
1408	CCCC[C@H](O)CC(=O)CC	CCCC[C@H](O)CC(=O)OCC	not_entailment
1409	CCCC[C@H](O)CC(=O)CC	CCCC[C@H](O)COC(=O)CC	entailment
1410	CC1(C)O[C@@H]2[C@@H]3O[C@H]([C@@H]2O1)[C@@H](OC(=O)c1cccc(Cl)c1)C3=O	CC1(C)O[C@@H]2[C@@H]3O[C@@H]([C@@H](OC(=O)c4cccc(Cl)c4)OC3=O)[C@@H]2O1	not_entailment
1411	CC1(C)O[C@@H]2[C@@H]3O[C@H]([C@@H]2O1)[C@@H](OC(=O)c1cccc(Cl)c1)C3=O	CC1(C)O[C@H]2[C@@H](O1)[C@H]1O[C@@H]2OC(=O)[C@@H]1OC(=O)c1cccc(Cl)c1	entailment
1412	CC(=O)OC(C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C	CC(=O)OC(C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C	not_entailment
1413	CC(=O)OC(C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C	CC(=O)OC(C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@@H](OC(C)=O)[C@@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C	entailment
1414	CCCCCCCCCCC[C@H]1CC(O[Si](C)(C)C(C)(C)C)CC1=O	CCCCCCCCCCC[C@H]1CC(O[Si](C)(C)C(C)(C)C)COC1=O	not_entailment
1415	CCCCCCCCCCC[C@H]1CC(O[Si](C)(C)C(C)(C)C)CC1=O	CCCCCCCCCCC[C@H]1CC(O[Si](C)(C)C(C)(C)C)CC(=O)O1	entailment
1416	CC(C)[C@H]1CC[C@H](C)C(=O)C1	CC(C)[C@H]1CC[C@H](C)C(=O)OC1	not_entailment
1417	CC(C)[C@H]1CC[C@H](C)C(=O)C1	CC(C)[C@H]1CC[C@H](C)OC(=O)C1	entailment
1418	CC(=O)CCc1ccc(O)cc1	CC(=O)OCCc1ccc(O)cc1	entailment
1419	CC(=O)CCc1ccc(O)cc1	COC(=O)CCc1ccc(O)cc1	not_entailment
1420	CCCCCCCCOc1ccc(OCCCCCCCC)c(C(C)=O)c1	CCCCCCCCOc1ccc(OCCCCCCCC)c(C(=O)OC)c1	entailment
1421	CCCCCCCCOc1ccc(OCCCCCCCC)c(C(C)=O)c1	CCCCCCCCOc1ccc(OCCCCCCCC)c(OC(C)=O)c1	not_entailment
1422	COCO[C@H]1[C@@H]2O[C@H]([C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)C1=NO[C@H]3[C@@H]1O[C@@H]1OC(C)(C)O[C@H]31)[C@@H](OC(=O)c1ccc(Br)cc1)C2=O	COCO[C@H]1[C@@H]2O[C@@H]([C@@H](OC(=O)c3ccc(Br)cc3)OC2=O)[C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)C1=NO[C@H]2[C@@H]1O[C@@H]1OC(C)(C)O[C@H]21	not_entailment
1423	COCO[C@H]1[C@@H]2O[C@H]([C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)C1=NO[C@H]3[C@@H]1O[C@@H]1OC(C)(C)O[C@H]31)[C@@H](OC(=O)c1ccc(Br)cc1)C2=O	COCO[C@@H]1[C@@H]([C@H](O[Si](C)(C)C(C)(C)C)C2=NO[C@H]3[C@@H]2O[C@@H]2OC(C)(C)O[C@H]32)[C@H]2O[C@@H]1OC(=O)[C@@H]2OC(=O)c1ccc(Br)cc1	entailment
1424	O=C1CC2c3ccccc3OC12	O=C1CC2c3ccccc3OC2O1	entailment
1425	O=C1CC2c3ccccc3OC12	O=C1OCC2c3ccccc3OC12	not_entailment
1426	Cc1ccc(S(=O)(=O)N2CC(=O)C[C@@H]2Cc2ccc3c(c2)OCO3)cc1	Cc1ccc(S(=O)(=O)N2CC(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc1	not_entailment
1427	Cc1ccc(S(=O)(=O)N2CC(=O)C[C@@H]2Cc2ccc3c(c2)OCO3)cc1	Cc1ccc(S(=O)(=O)N2COC(=O)C[C@@H]2Cc2ccc3c(c2)OCO3)cc1	entailment
1428	O=C1CCCCC1C1CCCCC1	O=C1CCCCC(C2CCCCC2)O1	entailment
1429	O=C1CCCCC1C1CCCCC1	O=C1OCCCCC1C1CCCCC1	not_entailment
1430	COc1ccc(C(=O)[C@]2(C)CCN(c3ccccc3OC)C2=O)cc1	COc1ccc(C(=O)O[C@]2(C)CCN(c3ccccc3OC)C2=O)cc1	not_entailment
1431	COc1ccc(C(=O)[C@]2(C)CCN(c3ccccc3OC)C2=O)cc1	COc1ccc(OC(=O)[C@]2(C)CCN(c3ccccc3OC)C2=O)cc1	entailment
1432	CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)OC(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	entailment
1433	CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCOC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	not_entailment
1434	COC(=O)[C@H](NC(=O)OCc1ccccc1)[C@H]1C[C@@H]1C(=O)c1ccccc1	COC(=O)[C@H](NC(=O)OCc1ccccc1)[C@H]1C[C@@H]1C(=O)Oc1ccccc1	entailment
1435	COC(=O)[C@H](NC(=O)OCc1ccccc1)[C@H]1C[C@@H]1C(=O)c1ccccc1	COC(=O)[C@H](NC(=O)OCc1ccccc1)[C@H]1C[C@@H]1OC(=O)c1ccccc1	not_entailment
1436	C[C@@]12[C@H]3CCC(=O)[C@@]14CCC[C@@H]2O[C@@H](C3)O4	C[C@@]12[C@H]3CCC(=O)O[C@@]14CCC[C@@H]2O[C@@H](C3)O4	entailment
1437	C[C@@]12[C@H]3CCC(=O)[C@@]14CCC[C@@H]2O[C@@H](C3)O4	C[C@@]12[C@H]3CCOC(=O)[C@@]14CCC[C@@H]2O[C@@H](C3)O4	not_entailment
1438	CCCC[C@H](OCc1ccccc1)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1CCCC1=O	CCCC[C@H](OCc1ccccc1)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1CCCOC1=O	not_entailment
1439	CCCC[C@H](OCc1ccccc1)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1CCCC1=O	CCCC[C@H](OCc1ccccc1)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1CCCC(=O)O1	entailment
1440	CCOC(=O)N1CC2C(=O)CC2C(OC)(OC)C1	CCOC(=O)N1CC2C(=O)OCC2C(OC)(OC)C1	not_entailment
1441	CCOC(=O)N1CC2C(=O)CC2C(OC)(OC)C1	CCOC(=O)N1CC2OC(=O)CC2C(OC)(OC)C1	entailment
1442	CC(=O)CC(CC(=O)NCc1ccccc1)[Si](C)(C)c1ccccc1	CC(=O)OCC(CC(=O)NCc1ccccc1)[Si](C)(C)c1ccccc1	entailment
1443	CC(=O)CC(CC(=O)NCc1ccccc1)[Si](C)(C)c1ccccc1	COC(=O)CC(CC(=O)NCc1ccccc1)[Si](C)(C)c1ccccc1	not_entailment
1444	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)C5CC(C(C)C)=NO5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)C5CC(C(C)C)=NO5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	entailment
1445	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)C5CC(C(C)C)=NO5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)C5CC(C(C)C)=NO5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
1446	C[C@H]1[C@H](CO)[C@H]2C[C@@H]3C(=O)C[C@@](O[Si](C)(C)C)([C@@H]31)[C@@H]2C	C[C@H]1[C@H](CO)[C@H]2C[C@@H]3C(=O)OC[C@@](O[Si](C)(C)C)([C@@H]31)[C@@H]2C	not_entailment
1447	C[C@H]1[C@H](CO)[C@H]2C[C@@H]3C(=O)C[C@@](O[Si](C)(C)C)([C@@H]31)[C@@H]2C	C[C@H]1[C@H](CO)[C@H]2C[C@@H]3OC(=O)C[C@@](O[Si](C)(C)C)([C@@H]31)[C@@H]2C	entailment
1448	Cc1ccc(/C=C2\CCC2=O)cc1	Cc1ccc(/C=C2\CCOC2=O)cc1	not_entailment
1449	Cc1ccc(/C=C2\CCC2=O)cc1	Cc1ccc(/C=C2\CCC(=O)O2)cc1	entailment
1450	CCOC(=O)[C@@H]1[C@@H]2[C@H]3CC(=O)[C@H](C3)[C@H]12	CCOC(=O)[C@H]1[C@H]2[C@H]3C[C@H](CC(=O)O3)[C@H]21	entailment
1451	CCOC(=O)[C@@H]1[C@@H]2[C@H]3CC(=O)[C@H](C3)[C@H]12	CCOC(=O)[C@@H]1[C@@H]2[C@H]3COC(=O)[C@H](C3)[C@@H]21	not_entailment
1452	CC1=CC[C@H](C2(C)CC(=O)C2(Cl)Cl)CC1	CC1=CC[C@H](C2(C)CC(=O)OC2(Cl)Cl)CC1	not_entailment
1453	CC1=CC[C@H](C2(C)CC(=O)C2(Cl)Cl)CC1	CC1=CC[C@H](C2(C)COC(=O)C2(Cl)Cl)CC1	entailment
